AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR
20+|0.8|0.9|0.9|Benign/Borderline|1039|118925006|Male|Unclassified Tumors|2017
20+|0.5|0.5|0.5|Malignant|592|118925006|Male|Unclassified Tumors|2017
20+|0.8|0.9|0.9|Benign/Borderline|1036|119961472|Male|Unclassified Tumors|2018
20+|0.5|0.6|0.6|Malignant|685|119961472|Male|Unclassified Tumors|2018
20+|0.8|0.8|0.8|Benign/Borderline|5044|608171213|Male|Unclassified Tumors|2018-2022
20+|0.6|0.6|0.6|Malignant|3543|608171213|Male|Unclassified Tumors|2018-2022
20+|0.8|0.9|0.8|Benign/Borderline|997|120948548|Male|Unclassified Tumors|2019
20+|0.6|0.6|0.6|Malignant|729|120948548|Male|Unclassified Tumors|2019
20+|0.8|0.9|0.8|Benign/Borderline|1014|121826708|Male|Unclassified Tumors|2020
20+|0.6|0.7|0.6|Malignant|758|121826708|Male|Unclassified Tumors|2020
20+|0.8|0.9|0.8|Benign/Borderline|1026|122368661|Male|Unclassified Tumors|2021
20+|0.5|0.6|0.6|Malignant|705|122368661|Male|Unclassified Tumors|2021
20+|0.7|0.8|0.8|Benign/Borderline|971|123065824|Male|Unclassified Tumors|2022
20+|0.5|0.6|0.5|Malignant|666|123065824|Male|Unclassified Tumors|2022
20+|0.1|0.1|0.1|Benign/Borderline|100|101938779|Male|Unique astrocytoma variants|2004
20+|0.0|0.0|0.0|Malignant|18|101938779|Male|Unique astrocytoma variants|2004
20+|0.1|0.1|0.1|Benign/Borderline|116|103190694|Male|Unique astrocytoma variants|2005
20+|0.0|0.0|0.0|Malignant|17|103190694|Male|Unique astrocytoma variants|2005
20+|0.1|0.2|0.1|Benign/Borderline|140|104488268|Male|Unique astrocytoma variants|2006
20+|0.0|0.0|0.0|Malignant|25|104488268|Male|Unique astrocytoma variants|2006
20+|0.1|0.1|0.1|Benign/Borderline|125|105697783|Male|Unique astrocytoma variants|2007
20+|0.0|0.0|0.0|Malignant|30|105697783|Male|Unique astrocytoma variants|2007
20+|0.1|0.2|0.1|Benign/Borderline|153|106947980|Male|Unique astrocytoma variants|2008
20+|0.0|0.0|0.0|Malignant|35|106947980|Male|Unique astrocytoma variants|2008
20+|0.1|0.2|0.2|Benign/Borderline|165|108197539|Male|Unique astrocytoma variants|2009
20+|0.0|0.0|0.0|Malignant|37|108197539|Male|Unique astrocytoma variants|2009
20+|0.1|0.2|0.2|Benign/Borderline|187|109552956|Male|Unique astrocytoma variants|2010
20+|0.0|0.0|0.0|Malignant|26|109552956|Male|Unique astrocytoma variants|2010
20+|0.1|0.2|0.2|Benign/Borderline|193|110970760|Male|Unique astrocytoma variants|2011
20+|0.0|0.0|0.0|Malignant|31|110970760|Male|Unique astrocytoma variants|2011
20+|0.1|0.2|0.2|Benign/Borderline|182|112446425|Male|Unique astrocytoma variants|2012
20+|0.0|0.0|0.0|Malignant|27|112446425|Male|Unique astrocytoma variants|2012
20+|0.1|0.2|0.1|Benign/Borderline|176|113806970|Male|Unique astrocytoma variants|2013
20+|0.0|0.0|0.0|Malignant|39|113806970|Male|Unique astrocytoma variants|2013
20+|0.1|0.2|0.2|Benign/Borderline|183|115171685|Male|Unique astrocytoma variants|2014
20+|0.0|0.0|0.0|Malignant|40|115171685|Male|Unique astrocytoma variants|2014
20+|0.1|0.2|0.2|Benign/Borderline|183|116507411|Male|Unique astrocytoma variants|2015
20+|0.0|0.0|0.0|Malignant|27|116507411|Male|Unique astrocytoma variants|2015
20+|0.1|0.2|0.2|Benign/Borderline|208|117775787|Male|Unique astrocytoma variants|2016
20+|0.0|0.0|0.0|Malignant|32|117775787|Male|Unique astrocytoma variants|2016
20+|0.1|0.2|0.2|Benign/Borderline|215|118925006|Male|Unique astrocytoma variants|2017
20+|0.0|0.0|0.0|Malignant|43|118925006|Male|Unique astrocytoma variants|2017
20+|0.2|0.2|0.2|Benign/Borderline|234|119961472|Male|Unique astrocytoma variants|2018
20+|0.0|0.0|0.0|Malignant|33|119961472|Male|Unique astrocytoma variants|2018
20+|0.2|0.2|0.2|Benign/Borderline|1228|608171213|Male|Unique astrocytoma variants|2018-2022
20+|0.0|0.0|0.0|Malignant|166|608171213|Male|Unique astrocytoma variants|2018-2022
20+|0.2|0.2|0.2|Benign/Borderline|245|120948548|Male|Unique astrocytoma variants|2019
20+|0.0|0.0|0.0|Malignant|29|120948548|Male|Unique astrocytoma variants|2019
20+|0.2|0.2|0.2|Benign/Borderline|245|121826708|Male|Unique astrocytoma variants|2020
20+|0.0|0.0|0.0|Malignant|37|121826708|Male|Unique astrocytoma variants|2020
20+|0.2|0.2|0.2|Benign/Borderline|245|122368661|Male|Unique astrocytoma variants|2021
20+|0.0|0.0|0.0|Malignant|31|122368661|Male|Unique astrocytoma variants|2021
20+|0.2|0.2|0.2|Benign/Borderline|259|123065824|Male|Unique astrocytoma variants|2022
20+|0.0|0.0|0.0|Malignant|36|123065824|Male|Unique astrocytoma variants|2022
20+|0.0|0.0|0.0|Benign/Borderline|25|211050944|Male and Female|All other|2004
20+|~|~|~|Malignant|~|211050944|Male and Female|All other|2004
20+|0.0|0.0|0.0|Benign/Borderline|32|213511339|Male and Female|All other|2005
20+|~|~|~|Malignant|~|213511339|Male and Female|All other|2005
20+|0.0|0.0|0.0|Benign/Borderline|38|216055494|Male and Female|All other|2006
20+|~|~|~|Malignant|~|216055494|Male and Female|All other|2006
20+|0.0|0.0|0.0|Benign/Borderline|32|218481776|Male and Female|All other|2007
20+|~|~|~|Malignant|~|218481776|Male and Female|All other|2007
20+|0.0|0.0|0.0|Benign/Borderline|36|220975702|Male and Female|All other|2008
20+|~|~|~|Malignant|~|220975702|Male and Female|All other|2008
20+|0.0|0.0|0.0|Benign/Borderline|30|223491138|Male and Female|All other|2009
20+|~|~|~|Malignant|~|223491138|Male and Female|All other|2009
20+|0.0|0.0|0.0|Benign/Borderline|34|226154695|Male and Female|All other|2010
20+|0.0|0.0|0.0|Malignant|35|226154695|Male and Female|All other|2010
20+|0.0|0.0|0.0|Benign/Borderline|32|228805985|Male and Female|All other|2011
20+|0.0|0.0|0.0|Malignant|44|228805985|Male and Female|All other|2011
20+|0.0|0.0|0.0|Benign/Borderline|33|231483500|Male and Female|All other|2012
20+|0.0|0.0|0.0|Malignant|35|231483500|Male and Female|All other|2012
20+|0.0|0.0|0.0|Benign/Borderline|34|233942819|Male and Female|All other|2013
20+|0.0|0.0|0.0|Malignant|52|233942819|Male and Female|All other|2013
20+|0.0|0.0|0.0|Benign/Borderline|30|236444496|Male and Female|All other|2014
20+|0.0|0.0|0.0|Malignant|48|236444496|Male and Female|All other|2014
20+|0.0|0.0|0.0|Benign/Borderline|47|238861655|Male and Female|All other|2015
20+|0.0|0.0|0.0|Malignant|53|238861655|Male and Female|All other|2015
20+|0.0|0.0|0.0|Benign/Borderline|81|241188135|Male and Female|All other|2016
20+|0.0|0.0|0.0|Malignant|53|241188135|Male and Female|All other|2016
20+|0.0|0.0|0.0|Benign/Borderline|75|243306804|Male and Female|All other|2017
20+|0.0|0.0|0.0|Malignant|57|243306804|Male and Female|All other|2017
20+|0.0|0.0|0.0|Benign/Borderline|96|245213263|Male and Female|All other|2018
20+|0.1|0.2|0.2|Malignant|400|245213263|Male and Female|All other|2018
20+|0.0|0.0|0.0|Benign/Borderline|508|1242099918|Male and Female|All other|2018-2022
20+|0.2|0.2|0.2|Malignant|2400|1242099918|Male and Female|All other|2018-2022
20+|0.0|0.0|0.0|Benign/Borderline|87|247018299|Male and Female|All other|2019
20+|0.2|0.2|0.2|Malignant|517|247018299|Male and Female|All other|2019
20+|0.0|0.0|0.0|Benign/Borderline|83|248653501|Male and Female|All other|2020
20+|0.2|0.2|0.2|Malignant|524|248653501|Male and Female|All other|2020
20+|0.0|0.1|0.0|Benign/Borderline|112|249847104|Male and Female|All other|2021
20+|0.2|0.2|0.2|Malignant|465|249847104|Male and Female|All other|2021
20+|0.0|0.1|0.1|Benign/Borderline|130|251367751|Male and Female|All other|2022
20+|0.2|0.2|0.2|Malignant|494|251367751|Male and Female|All other|2022
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Anaplastic astrocytoma|2004
20+|0.6|0.6|0.6|Malignant|1243|211050944|Male and Female|Anaplastic astrocytoma|2004
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Anaplastic astrocytoma|2005
20+|0.5|0.6|0.6|Malignant|1215|213511339|Male and Female|Anaplastic astrocytoma|2005
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Anaplastic astrocytoma|2006
20+|0.5|0.6|0.6|Malignant|1214|216055494|Male and Female|Anaplastic astrocytoma|2006
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Anaplastic astrocytoma|2007
20+|0.5|0.6|0.5|Malignant|1206|218481776|Male and Female|Anaplastic astrocytoma|2007
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Anaplastic astrocytoma|2008
20+|0.5|0.6|0.5|Malignant|1215|220975702|Male and Female|Anaplastic astrocytoma|2008
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Anaplastic astrocytoma|2009
20+|0.5|0.6|0.5|Malignant|1217|223491138|Male and Female|Anaplastic astrocytoma|2009
20+|~|~|~|Benign/Borderline|~|226154695|Male and Female|Anaplastic astrocytoma|2010
20+|0.5|0.6|0.6|Malignant|1286|226154695|Male and Female|Anaplastic astrocytoma|2010
20+|~|~|~|Benign/Borderline|~|228805985|Male and Female|Anaplastic astrocytoma|2011
20+|0.5|0.6|0.5|Malignant|1283|228805985|Male and Female|Anaplastic astrocytoma|2011
20+|~|~|~|Benign/Borderline|~|231483500|Male and Female|Anaplastic astrocytoma|2012
20+|0.5|0.6|0.6|Malignant|1338|231483500|Male and Female|Anaplastic astrocytoma|2012
20+|~|~|~|Benign/Borderline|~|233942819|Male and Female|Anaplastic astrocytoma|2013
20+|0.6|0.6|0.6|Malignant|1441|233942819|Male and Female|Anaplastic astrocytoma|2013
20+|~|~|~|Benign/Borderline|~|236444496|Male and Female|Anaplastic astrocytoma|2014
20+|0.6|0.6|0.6|Malignant|1416|236444496|Male and Female|Anaplastic astrocytoma|2014
20+|~|~|~|Benign/Borderline|~|238861655|Male and Female|Anaplastic astrocytoma|2015
20+|0.6|0.6|0.6|Malignant|1490|238861655|Male and Female|Anaplastic astrocytoma|2015
20+|~|~|~|Benign/Borderline|~|241188135|Male and Female|Anaplastic astrocytoma|2016
20+|0.6|0.6|0.6|Malignant|1485|241188135|Male and Female|Anaplastic astrocytoma|2016
20+|~|~|~|Benign/Borderline|~|243306804|Male and Female|Anaplastic astrocytoma|2017
20+|0.6|0.6|0.6|Malignant|1463|243306804|Male and Female|Anaplastic astrocytoma|2017
20+|~|~|~|Benign/Borderline|~|245213263|Male and Female|Anaplastic astrocytoma|2018
20+|0.5|0.6|0.6|Malignant|1447|245213263|Male and Female|Anaplastic astrocytoma|2018
20+|~|~|~|Benign/Borderline|~|1242099918|Male and Female|Anaplastic astrocytoma|2018-2022
20+|0.4|0.4|0.4|Malignant|5283|1242099918|Male and Female|Anaplastic astrocytoma|2018-2022
20+|~|~|~|Benign/Borderline|~|247018299|Male and Female|Anaplastic astrocytoma|2019
20+|0.5|0.5|0.5|Malignant|1300|247018299|Male and Female|Anaplastic astrocytoma|2019
20+|~|~|~|Benign/Borderline|~|248653501|Male and Female|Anaplastic astrocytoma|2020
20+|0.4|0.5|0.5|Malignant|1178|248653501|Male and Female|Anaplastic astrocytoma|2020
20+|~|~|~|Benign/Borderline|~|249847104|Male and Female|Anaplastic astrocytoma|2021
20+|0.3|0.4|0.3|Malignant|827|249847104|Male and Female|Anaplastic astrocytoma|2021
20+|~|~|~|Benign/Borderline|~|251367751|Male and Female|Anaplastic astrocytoma|2022
20+|0.2|0.2|0.2|Malignant|531|251367751|Male and Female|Anaplastic astrocytoma|2022
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Anaplastic oligodendroglioma|2004
20+|0.2|0.2|0.2|Malignant|399|211050944|Male and Female|Anaplastic oligodendroglioma|2004
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Anaplastic oligodendroglioma|2005
20+|0.2|0.2|0.2|Malignant|379|213511339|Male and Female|Anaplastic oligodendroglioma|2005
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Anaplastic oligodendroglioma|2006
20+|0.1|0.2|0.2|Malignant|357|216055494|Male and Female|Anaplastic oligodendroglioma|2006
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Anaplastic oligodendroglioma|2007
20+|0.1|0.2|0.2|Malignant|353|218481776|Male and Female|Anaplastic oligodendroglioma|2007
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Anaplastic oligodendroglioma|2008
20+|0.1|0.2|0.2|Malignant|362|220975702|Male and Female|Anaplastic oligodendroglioma|2008
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Anaplastic oligodendroglioma|2009
20+|0.1|0.2|0.2|Malignant|340|223491138|Male and Female|Anaplastic oligodendroglioma|2009
20+|~|~|~|Benign/Borderline|~|226154695|Male and Female|Anaplastic oligodendroglioma|2010
20+|0.1|0.2|0.1|Malignant|329|226154695|Male and Female|Anaplastic oligodendroglioma|2010
20+|~|~|~|Benign/Borderline|~|228805985|Male and Female|Anaplastic oligodendroglioma|2011
20+|0.1|0.2|0.1|Malignant|341|228805985|Male and Female|Anaplastic oligodendroglioma|2011
20+|~|~|~|Benign/Borderline|~|231483500|Male and Female|Anaplastic oligodendroglioma|2012
20+|0.1|0.2|0.2|Malignant|360|231483500|Male and Female|Anaplastic oligodendroglioma|2012
20+|~|~|~|Benign/Borderline|~|233942819|Male and Female|Anaplastic oligodendroglioma|2013
20+|0.1|0.2|0.2|Malignant|377|233942819|Male and Female|Anaplastic oligodendroglioma|2013
20+|~|~|~|Benign/Borderline|~|236444496|Male and Female|Anaplastic oligodendroglioma|2014
20+|0.1|0.2|0.2|Malignant|362|236444496|Male and Female|Anaplastic oligodendroglioma|2014
20+|~|~|~|Benign/Borderline|~|238861655|Male and Female|Anaplastic oligodendroglioma|2015
20+|0.1|0.2|0.1|Malignant|357|238861655|Male and Female|Anaplastic oligodendroglioma|2015
20+|~|~|~|Benign/Borderline|~|241188135|Male and Female|Anaplastic oligodendroglioma|2016
20+|0.1|0.2|0.2|Malignant|375|241188135|Male and Female|Anaplastic oligodendroglioma|2016
20+|~|~|~|Benign/Borderline|~|243306804|Male and Female|Anaplastic oligodendroglioma|2017
20+|0.2|0.2|0.2|Malignant|422|243306804|Male and Female|Anaplastic oligodendroglioma|2017
20+|~|~|~|Benign/Borderline|~|245213263|Male and Female|Anaplastic oligodendroglioma|2018
20+|0.1|0.2|0.1|Malignant|345|245213263|Male and Female|Anaplastic oligodendroglioma|2018
20+|~|~|~|Benign/Borderline|~|1242099918|Male and Female|Anaplastic oligodendroglioma|2018-2022
20+|0.1|0.1|0.1|Malignant|1491|1242099918|Male and Female|Anaplastic oligodendroglioma|2018-2022
20+|~|~|~|Benign/Borderline|~|247018299|Male and Female|Anaplastic oligodendroglioma|2019
20+|0.1|0.2|0.2|Malignant|387|247018299|Male and Female|Anaplastic oligodendroglioma|2019
20+|~|~|~|Benign/Borderline|~|248653501|Male and Female|Anaplastic oligodendroglioma|2020
20+|0.1|0.1|0.1|Malignant|324|248653501|Male and Female|Anaplastic oligodendroglioma|2020
20+|~|~|~|Benign/Borderline|~|249847104|Male and Female|Anaplastic oligodendroglioma|2021
20+|0.1|0.1|0.1|Malignant|280|249847104|Male and Female|Anaplastic oligodendroglioma|2021
20+|~|~|~|Benign/Borderline|~|251367751|Male and Female|Anaplastic oligodendroglioma|2022
20+|0.1|0.1|0.1|Malignant|155|251367751|Male and Female|Anaplastic oligodendroglioma|2022
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Astrocytoma, NOS|2004
20+|0.5|0.6|0.6|Malignant|1210|211050944|Male and Female|Astrocytoma, NOS|2004
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Astrocytoma, NOS|2005
20+|0.5|0.6|0.6|Malignant|1201|213511339|Male and Female|Astrocytoma, NOS|2005
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Astrocytoma, NOS|2006
20+|0.5|0.6|0.6|Malignant|1190|216055494|Male and Female|Astrocytoma, NOS|2006
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Astrocytoma, NOS|2007
20+|0.5|0.6|0.5|Malignant|1165|218481776|Male and Female|Astrocytoma, NOS|2007
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Astrocytoma, NOS|2008
20+|0.5|0.5|0.5|Malignant|1126|220975702|Male and Female|Astrocytoma, NOS|2008
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Astrocytoma, NOS|2009
20+|0.4|0.5|0.5|Malignant|1060|223491138|Male and Female|Astrocytoma, NOS|2009
20+|~|~|~|Benign/Borderline|~|226154695|Male and Female|Astrocytoma, NOS|2010
20+|0.5|0.5|0.5|Malignant|1105|226154695|Male and Female|Astrocytoma, NOS|2010
20+|~|~|~|Benign/Borderline|~|228805985|Male and Female|Astrocytoma, NOS|2011
20+|0.4|0.5|0.5|Malignant|1059|228805985|Male and Female|Astrocytoma, NOS|2011
20+|~|~|~|Benign/Borderline|~|231483500|Male and Female|Astrocytoma, NOS|2012
20+|0.4|0.5|0.5|Malignant|1055|231483500|Male and Female|Astrocytoma, NOS|2012
20+|~|~|~|Benign/Borderline|~|233942819|Male and Female|Astrocytoma, NOS|2013
20+|0.4|0.5|0.4|Malignant|1034|233942819|Male and Female|Astrocytoma, NOS|2013
20+|~|~|~|Benign/Borderline|~|236444496|Male and Female|Astrocytoma, NOS|2014
20+|0.4|0.5|0.5|Malignant|1112|236444496|Male and Female|Astrocytoma, NOS|2014
20+|~|~|~|Benign/Borderline|~|238861655|Male and Female|Astrocytoma, NOS|2015
20+|0.5|0.5|0.5|Malignant|1230|238861655|Male and Female|Astrocytoma, NOS|2015
20+|~|~|~|Benign/Borderline|~|241188135|Male and Female|Astrocytoma, NOS|2016
20+|0.5|0.6|0.5|Malignant|1279|241188135|Male and Female|Astrocytoma, NOS|2016
20+|~|~|~|Benign/Borderline|~|243306804|Male and Female|Astrocytoma, NOS|2017
20+|0.5|0.5|0.5|Malignant|1233|243306804|Male and Female|Astrocytoma, NOS|2017
20+|~|~|~|Benign/Borderline|~|245213263|Male and Female|Astrocytoma, NOS|2018
20+|0.5|0.6|0.5|Malignant|1319|245213263|Male and Female|Astrocytoma, NOS|2018
20+|~|~|~|Benign/Borderline|~|1242099918|Male and Female|Astrocytoma, NOS|2018-2022
20+|0.6|0.6|0.6|Malignant|6911|1242099918|Male and Female|Astrocytoma, NOS|2018-2022
20+|~|~|~|Benign/Borderline|~|247018299|Male and Female|Astrocytoma, NOS|2019
20+|0.5|0.5|0.5|Malignant|1274|247018299|Male and Female|Astrocytoma, NOS|2019
20+|~|~|~|Benign/Borderline|~|248653501|Male and Female|Astrocytoma, NOS|2020
20+|0.5|0.5|0.5|Malignant|1249|248653501|Male and Female|Astrocytoma, NOS|2020
20+|~|~|~|Benign/Borderline|~|249847104|Male and Female|Astrocytoma, NOS|2021
20+|0.6|0.7|0.6|Malignant|1514|249847104|Male and Female|Astrocytoma, NOS|2021
20+|~|~|~|Benign/Borderline|~|251367751|Male and Female|Astrocytoma, NOS|2022
20+|0.6|0.7|0.6|Malignant|1555|251367751|Male and Female|Astrocytoma, NOS|2022
20+|0.0|0.0|0.0|Benign/Borderline|65|211050944|Male and Female|Choroid plexus|2004
20+|~|~|~|Malignant|~|211050944|Male and Female|Choroid plexus|2004
20+|0.0|0.0|0.0|Benign/Borderline|76|213511339|Male and Female|Choroid plexus|2005
20+|~|~|~|Malignant|~|213511339|Male and Female|Choroid plexus|2005
20+|0.0|0.0|0.0|Benign/Borderline|69|216055494|Male and Female|Choroid plexus|2006
20+|~|~|~|Malignant|~|216055494|Male and Female|Choroid plexus|2006
20+|0.0|0.1|0.0|Benign/Borderline|91|218481776|Male and Female|Choroid plexus|2007
20+|~|~|~|Malignant|~|218481776|Male and Female|Choroid plexus|2007
20+|0.0|0.0|0.0|Benign/Borderline|79|220975702|Male and Female|Choroid plexus|2008
20+|~|~|~|Malignant|~|220975702|Male and Female|Choroid plexus|2008
20+|0.0|0.0|0.0|Benign/Borderline|74|223491138|Male and Female|Choroid plexus|2009
20+|~|~|~|Malignant|~|223491138|Male and Female|Choroid plexus|2009
20+|0.0|0.0|0.0|Benign/Borderline|85|226154695|Male and Female|Choroid plexus|2010
20+|~|~|~|Malignant|~|226154695|Male and Female|Choroid plexus|2010
20+|0.0|0.0|0.0|Benign/Borderline|86|228805985|Male and Female|Choroid plexus|2011
20+|~|~|~|Malignant|~|228805985|Male and Female|Choroid plexus|2011
20+|0.0|0.0|0.0|Benign/Borderline|78|231483500|Male and Female|Choroid plexus|2012
20+|~|~|~|Malignant|~|231483500|Male and Female|Choroid plexus|2012
20+|0.0|0.0|0.0|Benign/Borderline|82|233942819|Male and Female|Choroid plexus|2013
20+|~|~|~|Malignant|~|233942819|Male and Female|Choroid plexus|2013
20+|0.0|0.0|0.0|Benign/Borderline|90|236444496|Male and Female|Choroid plexus|2014
20+|~|~|~|Malignant|~|236444496|Male and Female|Choroid plexus|2014
20+|0.0|0.0|0.0|Benign/Borderline|85|238861655|Male and Female|Choroid plexus|2015
20+|~|~|~|Malignant|~|238861655|Male and Female|Choroid plexus|2015
20+|0.0|0.0|0.0|Benign/Borderline|74|241188135|Male and Female|Choroid plexus|2016
20+|~|~|~|Malignant|~|241188135|Male and Female|Choroid plexus|2016
20+|0.0|0.0|0.0|Benign/Borderline|98|243306804|Male and Female|Choroid plexus|2017
20+|~|~|~|Malignant|~|243306804|Male and Female|Choroid plexus|2017
20+|0.0|0.0|0.0|Benign/Borderline|85|245213263|Male and Female|Choroid plexus|2018
20+|~|~|~|Malignant|~|245213263|Male and Female|Choroid plexus|2018
20+|0.0|0.0|0.0|Benign/Borderline|405|1242099918|Male and Female|Choroid plexus|2018-2022
20+|0.0|0.0|0.0|Malignant|31|1242099918|Male and Female|Choroid plexus|2018-2022
20+|0.0|0.0|0.0|Benign/Borderline|86|247018299|Male and Female|Choroid plexus|2019
20+|~|~|~|Malignant|~|247018299|Male and Female|Choroid plexus|2019
20+|0.0|0.0|0.0|Benign/Borderline|73|248653501|Male and Female|Choroid plexus|2020
20+|~|~|~|Malignant|~|248653501|Male and Female|Choroid plexus|2020
20+|0.0|0.0|0.0|Benign/Borderline|82|249847104|Male and Female|Choroid plexus|2021
20+|~|~|~|Malignant|~|249847104|Male and Female|Choroid plexus|2021
20+|0.0|0.0|0.0|Benign/Borderline|79|251367751|Male and Female|Choroid plexus|2022
20+|~|~|~|Malignant|~|251367751|Male and Female|Choroid plexus|2022
20+|0.2|0.2|0.2|Benign/Borderline|396|211050944|Male and Female|Craniopharyngioma|2004
20+|~|~|~|Malignant|~|211050944|Male and Female|Craniopharyngioma|2004
20+|0.2|0.2|0.2|Benign/Borderline|420|213511339|Male and Female|Craniopharyngioma|2005
20+|~|~|~|Malignant|~|213511339|Male and Female|Craniopharyngioma|2005
20+|0.2|0.2|0.2|Benign/Borderline|402|216055494|Male and Female|Craniopharyngioma|2006
20+|~|~|~|Malignant|~|216055494|Male and Female|Craniopharyngioma|2006
20+|0.2|0.2|0.2|Benign/Borderline|424|218481776|Male and Female|Craniopharyngioma|2007
20+|~|~|~|Malignant|~|218481776|Male and Female|Craniopharyngioma|2007
20+|0.2|0.2|0.2|Benign/Borderline|429|220975702|Male and Female|Craniopharyngioma|2008
20+|~|~|~|Malignant|~|220975702|Male and Female|Craniopharyngioma|2008
20+|0.2|0.2|0.2|Benign/Borderline|434|223491138|Male and Female|Craniopharyngioma|2009
20+|~|~|~|Malignant|~|223491138|Male and Female|Craniopharyngioma|2009
20+|0.2|0.2|0.2|Benign/Borderline|446|226154695|Male and Female|Craniopharyngioma|2010
20+|~|~|~|Malignant|~|226154695|Male and Female|Craniopharyngioma|2010
20+|0.2|0.2|0.2|Benign/Borderline|421|228805985|Male and Female|Craniopharyngioma|2011
20+|~|~|~|Malignant|~|228805985|Male and Female|Craniopharyngioma|2011
20+|0.2|0.2|0.2|Benign/Borderline|447|231483500|Male and Female|Craniopharyngioma|2012
20+|~|~|~|Malignant|~|231483500|Male and Female|Craniopharyngioma|2012
20+|0.2|0.2|0.2|Benign/Borderline|484|233942819|Male and Female|Craniopharyngioma|2013
20+|~|~|~|Malignant|~|233942819|Male and Female|Craniopharyngioma|2013
20+|0.2|0.2|0.2|Benign/Borderline|442|236444496|Male and Female|Craniopharyngioma|2014
20+|~|~|~|Malignant|~|236444496|Male and Female|Craniopharyngioma|2014
20+|0.2|0.2|0.2|Benign/Borderline|470|238861655|Male and Female|Craniopharyngioma|2015
20+|~|~|~|Malignant|~|238861655|Male and Female|Craniopharyngioma|2015
20+|0.2|0.2|0.2|Benign/Borderline|483|241188135|Male and Female|Craniopharyngioma|2016
20+|~|~|~|Malignant|~|241188135|Male and Female|Craniopharyngioma|2016
20+|0.2|0.2|0.2|Benign/Borderline|499|243306804|Male and Female|Craniopharyngioma|2017
20+|~|~|~|Malignant|~|243306804|Male and Female|Craniopharyngioma|2017
20+|0.2|0.2|0.2|Benign/Borderline|478|245213263|Male and Female|Craniopharyngioma|2018
20+|~|~|~|Malignant|~|245213263|Male and Female|Craniopharyngioma|2018
20+|0.2|0.2|0.2|Benign/Borderline|2353|1242099918|Male and Female|Craniopharyngioma|2018-2022
20+|~|~|~|Malignant|~|1242099918|Male and Female|Craniopharyngioma|2018-2022
20+|0.2|0.2|0.2|Benign/Borderline|490|247018299|Male and Female|Craniopharyngioma|2019
20+|~|~|~|Malignant|~|247018299|Male and Female|Craniopharyngioma|2019
20+|0.2|0.2|0.2|Benign/Borderline|461|248653501|Male and Female|Craniopharyngioma|2020
20+|~|~|~|Malignant|~|248653501|Male and Female|Craniopharyngioma|2020
20+|0.2|0.2|0.2|Benign/Borderline|449|249847104|Male and Female|Craniopharyngioma|2021
20+|~|~|~|Malignant|~|249847104|Male and Female|Craniopharyngioma|2021
20+|0.2|0.2|0.2|Benign/Borderline|475|251367751|Male and Female|Craniopharyngioma|2022
20+|~|~|~|Malignant|~|251367751|Male and Female|Craniopharyngioma|2022
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Diffuse astrocytoma|2004
20+|0.1|0.1|0.1|Malignant|260|211050944|Male and Female|Diffuse astrocytoma|2004
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Diffuse astrocytoma|2005
20+|0.1|0.1|0.1|Malignant|281|213511339|Male and Female|Diffuse astrocytoma|2005
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Diffuse astrocytoma|2006
20+|0.1|0.2|0.1|Malignant|294|216055494|Male and Female|Diffuse astrocytoma|2006
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Diffuse astrocytoma|2007
20+|0.1|0.2|0.1|Malignant|318|218481776|Male and Female|Diffuse astrocytoma|2007
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Diffuse astrocytoma|2008
20+|0.1|0.2|0.2|Malignant|341|220975702|Male and Female|Diffuse astrocytoma|2008
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Diffuse astrocytoma|2009
20+|0.1|0.2|0.2|Malignant|368|223491138|Male and Female|Diffuse astrocytoma|2009
20+|~|~|~|Benign/Borderline|~|226154695|Male and Female|Diffuse astrocytoma|2010
20+|0.1|0.2|0.2|Malignant|350|226154695|Male and Female|Diffuse astrocytoma|2010
